reportkey	Guardian incident url	lat	long	bundle	Guardian headline	dateoccurred	type	category	Guardian edited category	attackon	dcolor
2A075C9E-7AB0-4192-A70E-D64FF93C2B2B	http://www.guardian.co.uk/world/afghanistan/warlogs/2A075C9E-7AB0-4192-A70E-D64FF93C2B2B	34,54486084	69,24958038	53	"Convoy shoots at driver who won't ""back off"""	16.04.2009 13:11	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
FB5A6FCD-78A8-4BD4-9F66-9A10EA65D5A9	http://www.guardian.co.uk/world/afghanistan/warlogs/FB5A6FCD-78A8-4BD4-9F66-9A10EA65D5A9	32,62146378	62,46277237	300	Air strike. US Inquiry later found many more civilian casualties. Red X say 'dozens'	04.05.2009 06:55	Enemy Action	Direct Fire	Civilian casualties	ENEMY	RED
31EAD2CA-5CD1-4E95-A8EC-DF81CEB93FEC	http://www.guardian.co.uk/world/afghanistan/warlogs/31EAD2CA-5CD1-4E95-A8EC-DF81CEB93FEC	31,6460228	64,50301361	67	Insurgents believed to be placing makeshift bomb attacked by Reaper drone	06.05.2009 16:19	Explosive Hazard	Interdiction	Other	ENEMY	RED
1B7E1111-1517-911C-C584FD75CD0DB1E9	http://www.guardian.co.uk/world/afghanistan/warlogs/1B7E1111-1517-911C-C584FD75CD0DB1E9	31,81765938	64,57109833	44	Suicide bomber crashes into patrol and detonates himself	07.05.2009 12:45	Explosive Hazard	IED Explosion	Other	ENEMY	RED
28A2BA96-F2A6-4678-B9D7-F718088DB7CD	http://www.guardian.co.uk/world/afghanistan/warlogs/28A2BA96-F2A6-4678-B9D7-F718088DB7CD	30,80099106	64,13728333	51	Warning shots wound 14-year-old	09.05.2009 04:31	Friendly Fire	Green-White	Civilian casualties	FRIEND	BLUE
6534E42B-16A2-4E7B-988F-BDFDA246EF3A	http://www.guardian.co.uk/world/afghanistan/warlogs/6534E42B-16A2-4E7B-988F-BDFDA246EF3A	31,37857056	64,3276825	129	British Harrier strike kills eight civilians	19.05.2009 05:46	Enemy Action	Direct Fire	Civilian casualties	ENEMY	RED
0x080e000001217885d9b4160d7dec0e9e	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e000001217885d9b4160d7dec0e9e	33,34305954	69,92311859	32	Another special unit (TF 373) killing	26.05.2009 08:43	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
0x080e0000012177682dd0160d6650c440	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e0000012177682dd0160d6650c440	32,5011673	69,26773071	31	Afghan army mortars hit family with sheep	26.05.2009 15:23	Friendly Fire	Green-White	Civilian casualties	FRIEND	BLUE
5D0DA484-ED42-4C17-BA6A-8ED790ACED1E	http://www.guardian.co.uk/world/afghanistan/warlogs/5D0DA484-ED42-4C17-BA6A-8ED790ACED1E	32,07555389	64,84531403	117	British EOF wounds civilian car passenger	28.05.2009 15:10	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
4856D639-D9F2-D712-14E2903810270343	http://www.guardian.co.uk/world/afghanistan/warlogs/4856D639-D9F2-D712-14E2903810270343	34,31847382	68,7286377	86	Taliban target named	01.06.2009 21:00	Friendly Action	Raid	Other	FRIEND	BLUE
0x080e00000121e8367005160d6b31820e	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e00000121e8367005160d6b31820e	34,98443222	70,85583496	33	Practice shell kills child and 10 sheep, injures shepherd	16.06.2009 10:55	Friendly Fire	Blue-White	Civilian casualties	FRIEND	BLUE
0x080e00000121fe5c5f55160d7decf619	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e00000121fe5c5f55160d7decf619	33,34036255	69,92201233	34	Little boy killed by Taliban bomb	22.06.2009 09:18	Explosive Hazard	IED Explosion	Civilian casualties	ENEMY	RED
4D9247FE-AC30-FCA1-98B1246B14D24FA8	http://www.guardian.co.uk/world/afghanistan/warlogs/4D9247FE-AC30-FCA1-98B1246B14D24FA8	33,80693817	68,50307465	92	Taliban target named	24.06.2009 21:10	Friendly Action	Raid	Other	FRIEND	BLUE
B9D80D78-553F-40C7-B369-E262CF932904	http://www.guardian.co.uk/world/afghanistan/warlogs/B9D80D78-553F-40C7-B369-E262CF932904	31,98259354	65,47470093	236	Reaper drone drops bomb on Taliban insurgents sheltering under a tree	30.06.2009 04:18	Enemy Action	Direct Fire	Other	ENEMY	RED
68309FD9-1517-911C-C52F0A2C60B7BB41	http://www.guardian.co.uk/world/afghanistan/warlogs/68309FD9-1517-911C-C52F0A2C60B7BB41	34,75622559	71,01533508	133	Off-target shell wounds 7 civilians in a field	11.07.2009 04:37	Friendly Fire	Blue-White	Civilian casualties	FRIEND	BLUE
03F16F1E-DE41-62DF-9ACBEAA6DE005C0D	http://www.guardian.co.uk/world/afghanistan/warlogs/03F16F1E-DE41-62DF-9ACBEAA6DE005C0D	32,51222992	63,6033287	7	Off-target mortar kills 7-yr-old boy	10.08.2009 10:26	Explosive Hazard	IED Found/Cleared	Civilian casualties	ENEMY	RED
E69FB581-31A1-4F3A-979E-BBF248745C0A	http://www.guardian.co.uk/world/afghanistan/warlogs/E69FB581-31A1-4F3A-979E-BBF248745C0A	30,13303566	63,39260101	281	Drones target top Taliban	21.08.2009 12:15	Friendly Action	Attack	Civilian casualties	FRIEND	BLUE
6A032BD3-1517-911C-C57483A3744EB373	http://www.guprod.gnl/world/afghanistan/warlogs/6A032BD3-1517-911C-C57483A3744EB373	34,07282639	68,85856628	314	32 RPG attacks against aircraft across Afghanistan in the previous month	22.08.2009 19:55	Enemy Action	SAFIRE	Other	ENEMY	RED
64A5BFD1-D55C-5789-1DA324F43B8F24BA	http://www.guardian.co.uk/world/afghanistan/warlogs/64A5BFD1-D55C-5789-1DA324F43B8F24BA	32,35005951	64,52561951	127	Reaper drone fires Hellfire missile at Taliban insurgents after surveillance operation	29.08.2009 05:37	Enemy Action	Direct Fire	Other	ENEMY	RED
8C39E4DB-1517-911C-C5F5A68343386FE9	http://www.guardian.co.uk/world/afghanistan/warlogs/8C39E4DB-1517-911C-C5F5A68343386FE9	36,57697296	69,85726166	202	Police kill 5 civilians at demo	02.09.2009 00:00	Non-Combat Event	Demonstration	Demonstration/unrest	NEUTRAL	GREEN
826B488C-EA6F-A132-511610DB68C2EDBD	http://www.guprod.gnl/world/afghanistan/warlogs/826B488C-EA6F-A132-511610DB68C2EDBD	36,61360931	68,87741852	313	56 civilians killed in Nato bombing	03.09.2009 21:19	Friendly Action	CAS	Civilian casualties	FRIEND	BLUE
0x080e000001239e2eb32e160d76bc9417	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e000001239e2eb32e160d76bc9417	33,54024506	68,42311096	35	Police shoot 23 at demonstration [funeral?]	10.09.2009 05:06	Non-Combat Event	Demonstration	Demonstration/unrest	NEUTRAL	GREEN
97AF499B-848B-4FCC-9C0F-8D520A860F13	http://www.guardian.co.uk/world/afghanistan/warlogs/97AF499B-848B-4FCC-9C0F-8D520A860F13	37,64387512	70,42241669	215	Out-of-control drone shot down by US jet plane before it flew into Tajikistan	13.09.2009 02:17	Non-Combat Event	Equipment Failure	Other	NEUTRAL	GREEN
77CDD9A6-2219-0B3F-9F5E2B2AEB3C766D	http://www.guardian.co.uk/world/afghanistan/warlogs/77CDD9A6-2219-0B3F-9F5E2B2AEB3C766D	34,89432907	70,91519165	163	Iranian rocket alleged to attack helicopter	17.09.2009 00:00	Threat Report	SAFIRE Threat	Other	ENEMY	RED
8742D506-5CDE-4EDE-995F-0550175BC906	http://www.guardian.co.uk/world/afghanistan/warlogs/8742D506-5CDE-4EDE-995F-0550175BC906	36,66845322	68,89281464	189	Warning shots to van, kill one, injure one	28.09.2009 00:31	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
DFE0F6AF-E872-4C02-972D-71628B33CE87	http://www.guardian.co.uk/world/afghanistan/warlogs/DFE0F6AF-E872-4C02-972D-71628B33CE87	31,60362434	64,20046234	279	British-ordered air strike hits eight civilians	30.09.2009 09:20	Enemy Action	Direct Fire	Civilian casualties	ENEMY	RED
64B31DA4-648E-4ECF-98A7-E1F43E8B59E1	http://www.guardian.co.uk/world/afghanistan/warlogs/64B31DA4-648E-4ECF-98A7-E1F43E8B59E1	31,50305367	65,41413116	128	Two teenagers on motorbike shot by Canadian patrol	01.10.2009 13:45	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
2F05D274-A0AC-2573-397A97CD360884F2	http://www.guardian.co.uk/world/afghanistan/warlogs/2F05D274-A0AC-2573-397A97CD360884F2	31,8770256	64,20030212	61	Afghan soldier shoots protester	07.10.2009 06:53	Non-Combat Event	Demonstration	Demonstration/unrest	NEUTRAL	GREEN
2EAB2997-1517-911C-C53818CB7C304F5F	http://www.guardian.co.uk/world/afghanistan/warlogs/2EAB2997-1517-911C-C53818CB7C304F5F	32,79027176	69,08169556	60	Six Afghan civilians blown up while travelling to buy cattle	07.10.2009 10:03	Explosive Hazard	IED Explosion	Other	ENEMY	RED
d99edb2a-7f12-4906-8e2f-8d09dba91df0	http://www.guardian.co.uk/world/afghanistan/warlogs/d99edb2a-7f12-4906-8e2f-8d09dba91df0	31,76605988	64,39294434	272	Danish patrol in firefight hits children	12.10.2009 12:20	Enemy Action	Direct Fire	Civilian casualties	ENEMY	RED
86429075-1372-51C0-59CFDD6E363127B8	http://www.guardian.co.uk/world/afghanistan/warlogs/86429075-1372-51C0-59CFDD6E363127B8	31,63178253	65,68598938	187	Five in car, including toddler, machine-gunned by patrol	24.10.2009 06:30	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
8DDC1AC0-ABCB-9C3D-E02ED758D1604823	http://www.guardian.co.uk/world/afghanistan/warlogs/8DDC1AC0-ABCB-9C3D-E02ED758D1604823	31,12709808	64,1039505	206	Special forces in helicopter crash	25.10.2009 21:06	Non-Combat Event	Downed Aircraft	Other	NEUTRAL	GREEN
8905d9fd-aa86-4a10-bbb7-0f12b6ad17d4	http://www.guardian.co.uk/world/afghanistan/warlogs/8905d9fd-aa86-4a10-bbb7-0f12b6ad17d4	31,66197968	64,23498535	195	"Insurgents hiding in so-called ""murder holes"" attacked by Reaper drone"	27.10.2009 06:11	Enemy Action	Direct Fire	Other	ENEMY	RED
55d5dc01-ba17-4b30-8eab-8f302b1cf543	http://www.guardian.co.uk/world/afghanistan/warlogs/55d5dc01-ba17-4b30-8eab-8f302b1cf543	34,31341934	68,70363617	111	Van-driver shot dead by patrol	31.10.2009 11:08	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
09edd256-7670-49dc-b57e-3f644577766f	http://www.guardian.co.uk/world/afghanistan/warlogs/09edd256-7670-49dc-b57e-3f644577766f	32,32873535	66,16784668	20	Boy caught in cross-fire and wounded	09.11.2009 18:19	Other	Other	Other	NEUTRAL	GREEN
89c86496-6a51-4daa-8577-7e8fa90e0385	http://www.guardian.co.uk/world/afghanistan/warlogs/89c86496-6a51-4daa-8577-7e8fa90e0385	31,71727562	64,39949799	197	Coldstream Guards patrol kills civilian driver	10.11.2009 16:28	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
0x080e00000124f3f1de6716d8623fdce3	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e00000124f3f1de6716d8623fdce3	33,98878479	68,70709229	36	"People in car wounded by ""ricochets"" at roadblock"	15.11.2009 18:07	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
FADEF73E-CAF6-216A-CD1DC8D5CC3837CF	http://www.guardian.co.uk/world/afghanistan/warlogs/FADEF73E-CAF6-216A-CD1DC8D5CC3837CF	31,1329937	64,18968201	299	"Civilian wounded by Marines ""ricochet"""	16.11.2009 06:31	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
6682c72e-ea82-44a7-9b59-8dba47c2c9be	http://www.guardian.co.uk/world/afghanistan/warlogs/6682c72e-ea82-44a7-9b59-8dba47c2c9be	30,97921562	64,174263	132	Two toddlers injured in gunfight	16.11.2009 17:25	Enemy Action	Direct Fire	Civilian casualties	ENEMY	RED
a30b5fd4-94a8-4b19-96a6-825b96444536	http://www.guardian.co.uk/world/afghanistan/warlogs/a30b5fd4-94a8-4b19-96a6-825b96444536	33,89858627	68,64871216	223	Death of a woman causes trouble [special forces]	17.11.2009 06:16	Enemy Action	Direct Fire	Other	ENEMY	RED
0x080e00000124f4994c13160d76bcc394	http://www.guardian.co.uk/world/afghanistan/warlogs/0x080e00000124f4994c13160d76bcc394	33,13450241	68,0674057	37	Taliban target named	17.11.2009 08:30	Non-Combat Event	Demonstration	Demonstration/unrest	NEUTRAL	GREEN
ccea15d2-9537-4b69-8397-715b9ce22ae3	http://www.guardian.co.uk/world/afghanistan/warlogs/ccea15d2-9537-4b69-8397-715b9ce22ae3	34,50643539	69,14041901	258	Afghan unit crashes into civilian car, with seven casualties	23.11.2009 14:19	Non-Combat Event	Accident	Accident	NEUTRAL	GREEN
310392EB-1517-911C-C5FA24957E3F2EA9	http://www.guardian.co.uk/world/afghanistan/warlogs/310392EB-1517-911C-C5FA24957E3F2EA9	36,15205383	64,59915924	66	Motorcyclist shot dead	25.11.2009 07:45	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
b548e081-bfb2-453a-9927-973ab68732f5	http://www.guardian.co.uk/world/afghanistan/warlogs/b548e081-bfb2-453a-9927-973ab68732f5	34,54489136	69,23432159	233	Convoy runs down and kills woman	29.11.2009 09:43	Non-Combat Event	Accident	Accident	NEUTRAL	GREEN
52a7a4d3-d30b-40f8-b168-75e913cf21f3	http://www.guardian.co.uk/world/afghanistan/warlogs/52a7a4d3-d30b-40f8-b168-75e913cf21f3	32,41451263	67,70909119	105	Searchers kill man holding torch	29.11.2009 17:50	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
cdc000d6-2c8c-48d2-b1fc-04121a09e38e	http://www.guardian.co.uk/world/afghanistan/warlogs/cdc000d6-2c8c-48d2-b1fc-04121a09e38e	32,63220596	65,88856506	262	Afghan soldiers shoot rock-throwers, kill one, wound two	30.11.2009 11:00	Friendly Fire	Green-White	Civilian casualties	FRIEND	BLUE
7ea37a65-597a-4430-ba31-dda6565ef963	http://www.guardian.co.uk/world/afghanistan/warlogs/7ea37a65-597a-4430-ba31-dda6565ef963	32,76405716	69,29723358	180	Errant artillery practice near border injures civilian	01.12.2009 04:25	Non-Combat Event	Accident	Accident	NEUTRAL	GREEN
57725e1c-dfdd-4286-8fb0-25c557d6051c	http://www.guardian.co.uk/world/afghanistan/warlogs/57725e1c-dfdd-4286-8fb0-25c557d6051c	34,99943924	71,31565857	114	Supply convoy knocks taxi into ditch, wounding four	01.12.2009 09:45	Non-Combat Event	Accident	Accident	NEUTRAL	GREEN
cdc31653-eaf2-45c0-8af4-f6c3069efd6b	http://www.guardian.co.uk/world/afghanistan/warlogs/cdc31653-eaf2-45c0-8af4-f6c3069efd6b	34,74960327	71,02178192	263	Convoy injures pedestrian	02.12.2009 08:30	Non-Combat Event	Accident	Accident	NEUTRAL	GREEN
476f4098-17d1-4764-8d5c-b99ee7cba390	http://www.guardian.co.uk/world/afghanistan/warlogs/476f4098-17d1-4764-8d5c-b99ee7cba390	31,58586693	65,43294525	84	Guard kills fuel looter	03.12.2009 14:47	Enemy Action	Direct Fire	Civilian casualties	ENEMY	RED
ef520351-bbf5-4b78-8491-0c8c1e938328	http://www.guardian.co.uk/world/afghanistan/warlogs/ef520351-bbf5-4b78-8491-0c8c1e938328	31,75142097	64,45174408	288	Afghan soldiers kill man approaching post	03.12.2009 21:19	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
828A3108-9C87-CE85-8422D033C54A407C	http://www.guardian.co.uk/world/afghanistan/warlogs/828A3108-9C87-CE85-8422D033C54A407C	34,66720581	70,20603943	186	Convoy knocks man off bicycle	09.12.2009 04:50	Non-Combat Event	Accident	Accident	NEUTRAL	GREEN
876bf01f-7d8d-460b-a287-38452ec987b1	http://www.guardian.co.uk/world/afghanistan/warlogs/876bf01f-7d8d-460b-a287-38452ec987b1	32,62293625	67,27536774	191	Woman killed, man hurt, by special forces searchers	11.12.2009 20:20	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
ADB8594A-1517-911C-C532AD577FEEB706	http://www.guardian.co.uk/world/afghanistan/warlogs/ADB8594A-1517-911C-C532AD577FEEB706	33,39113617	62,25163269	228	Gate guard shoots civilian	20.12.2009 14:45	Friendly Fire	Blue-White	Civilian casualties	FRIEND	BLUE
45e6062f-b294-4977-89fc-9545cec5a9f5	http://www.guardian.co.uk/world/afghanistan/warlogs/45e6062f-b294-4977-89fc-9545cec5a9f5	34,33428574	62,21618271	82	Spanish convoy shoots down motorcyclist	22.12.2009 02:00	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
0cd973f7-5d2c-44b0-8b85-eedb12b92760	http://www.guardian.co.uk/world/afghanistan/warlogs/0cd973f7-5d2c-44b0-8b85-eedb12b92760	31,76883888	64,34430695	23	Two opium smugglers shot at checkpoint	22.12.2009 04:20	Friendly Action	Escalation of Force	Civilian casualties	FRIEND	BLUE
